Whale ID,Start Time (UTC),State,Sonar before EOE?,MFAS RL,MFAS cSEL,Echosounder Present?,Impulsive Sounds Present?,Orca Sounds Present?,Duration (hours),Foraging Dive Duration (hours),N Non-foraging Dives,Longest Non-foraging Dive (hours),Surface Time (hours),Echolocation Clicking Duration (minutes),Maximum Dive Depth (km),Distance Traveled (km)
Zica-20230519-232950,2023-05-21T21:46:17Z,Typical,No,None,0,No,Yes,No,2.9,1.2,5,0.3,0.2,34,1.1,2.1
Zica-20230519-232950,2023-05-22T00:39:26Z,Variant,No,None,0,No,No,No,2.2,1.1,3,0.3,0.2,30.2,1.2,3
Zica-20230519-232950,2023-05-22T02:48:48Z,Variant,No,None,0,No,Yes,No,2,1,1,0.4,0.5,27,1.8,1.7
Zica-20230519-232950,2023-05-22T04:46:08Z,Variant,No,None,0,No,No,No,1.6,1,1,0.1,0.3,37.2,1.1,1.8
Zica-20230519-232950,2023-05-22T06:24:23Z,Variant,No,None,0,No,No,No,2,1,2,0.4,0.3,32.9,1.2,3.1
Zica-20230519-232950,2023-05-22T08:26:35Z,Variant,No,None,0,No,Yes,No,2,0.9,3,0.3,0.2,35.7,1.2,1.8
Zica-20230519-232950,2023-05-22T10:29:26Z,Variant,No,None,0,No,No,No,1.5,0.9,2,0.3,0.2,32.1,1.2,1.3
Zica-20230519-232950,2023-05-22T11:57:04Z,Typical,No,None,0,No,No,No,3.2,1.1,5,0.4,0.2,30.9,1.1,1.7
Zica-20230519-232950,2023-05-22T15:06:14Z,Typical,No,None,0,No,No,No,2.2,1.1,3,0.4,0.2,38.1,1.1,0.7
Zica-20230519-232950,2023-05-22T17:21:10Z,Typical,No,None,0,No,No,No,1.8,1,2,0.4,0.1,39.1,1.1,1.5
Zica-20230519-232950,2023-05-22T19:07:46Z,Typical,No,None,0,No,No,No,4.4,1.1,7,0.6,0.3,26.8,1.1,2.1
Zica-20230519-232950,2023-05-22T23:34:18Z,Typical,No,None,0,No,No,No,2.4,1.3,3,0.4,0.1,33.7,1.5,2.4
Zica-20230519-232950,2023-05-23T02:00:10Z,Typical,No,None,0,No,Yes,No,3.4,1.4,6,0.4,0.2,31.4,1.7,2.3
Zica-20230519-232950,2023-05-23T05:22:57Z,Typical,No,None,0,No,No,No,2.6,1.2,4,0.3,0.2,34.7,1.7,0.4
Zica-20230519-232950,2023-05-23T07:59:25Z,Typical,No,None,0,No,No,No,2.5,1.4,3,0.3,0.2,38.1,1.7,0.4
Zica-20230519-232950,2023-05-23T10:31:22Z,Typical,No,None,0,No,No,No,3.9,1.2,6,0.6,0.2,39.1,1.7,1.3
Zica-20230519-232950,2023-05-23T14:27:41Z,Typical,No,93.4,105.5,Yes,No,No,3.3,1.2,5,0.6,0.2,26.9,1.6,1.9
Zica-20230519-232950,2023-05-23T17:43:16Z,Variant,No,None,0,Yes,No,No,3.7,1,9,0.4,0.3,25.3,1.6,4.1
Zica-20230519-232950,2023-05-23T21:28:13Z,Variant,No,None,0,No,No,No,1.8,1.2,2,0.2,0.1,36.6,1.3,2.1
Zica-20230519-232950,2023-05-23T23:17:16Z,Typical,No,None,0,Yes,No,No,2.7,1.1,4,0.4,0.2,31.5,1.1,1.2
Zica-20230519-232950,2023-05-24T01:57:07Z,Variant,No,151.1,160.3,Yes,Yes,No,7.9,2.8,9,1.4,0.6,27.7,1.5,1.2
Zica-20230519-232950,2023-05-24T09:54:01Z,Variant,No,None,0,No,No,No,2.2,0.9,1,0.3,0.4,12.6,1.2,2
Zica-20230519-232950,2023-05-24T12:08:56Z,Typical,No,None,0,No,Yes,No,3,1.2,4,0.4,0.3,28.5,1.1,1.1
Zica-20230519-232950,2023-05-24T15:09:39Z,Typical,No,None,0,No,Yes,No,4.5,1.4,7,0.5,0.3,36.4,1,1.8
Zica-20230519-232950,2023-05-24T19:37:31Z,Typical,No,None,0,No,No,No,3.6,1.5,6,0.4,0.2,31.1,1.4,1.8
Zica-20230519-232950,2023-05-24T23:14:07Z,Typical,No,None,0,No,No,No,3.7,1.5,5,0.5,0.2,34.3,1.4,0.9
Zica-20230519-232950,2023-05-25T02:58:47Z,Typical,No,None,0,No,Yes,No,3.6,1.3,5,0.7,0.2,27.9,1.4,2.1
Zica-20230519-232950,2023-05-25T06:34:51Z,Typical,No,None,0,No,No,No,3.5,1.5,5,0.5,0.2,33,1.4,0.3
Zica-20230519-232950,2023-05-25T10:03:05Z,Typical,No,None,0,No,No,No,2.3,1.2,3,0.4,0.1,31.9,1.4,1.4
Zica-20230519-232950,2023-05-25T12:23:41Z,Typical,No,None,0,No,No,No,2.2,1.1,3,0.4,0.1,25.3,1.4,2
Zica-20230519-232950,2023-05-25T14:36:01Z,Typical,No,None,0,No,No,No,3.2,1.3,5,0.4,0.2,38.6,1.4,0.6
Zica-20230519-232950,2023-05-25T17:50:11Z,Typical,No,None,0,No,No,No,3.2,1.3,5,0.4,0.2,35.4,1.4,0.7
Zica-20230519-232950,2023-05-25T21:04:11Z,Typical,No,None,0,No,No,No,3,1.3,4,0.5,0.2,41.1,1.5,1.7
Zica-20230519-232950,2023-05-26T00:02:08Z,Typical,No,None,0,No,No,No,4.7,1.3,8,0.5,0.3,36.1,1.4,2.7
Zica-20230519-232950,2023-05-26T04:44:21Z,Typical,No,None,0,No,No,No,2.5,1.2,2,0.4,0.3,15,1,2.3
Zica-20230519-232950,2023-05-26T07:12:40Z,Variant,No,None,0,No,No,No,1.4,1.1,1,0.2,0.1,28.2,1,2.9
Zica-20230519-232950,2023-05-26T08:34:53Z,Variant,No,None,0,Yes,No,No,5.5,1.1,12,0.5,0.5,25.2,1.1,1.8
Zica-20230519-232950,2023-05-26T14:04:58Z,Variant,No,None,0,No,No,No,3.7,1.1,6,0.5,0.2,26,1,3
Zica-20230519-232950,2023-05-26T17:46:30Z,Typical,No,None,0,No,No,No,3.9,1.1,6,0.5,0.3,26.4,1.1,2.3
Zica-20230519-232950,2023-05-26T21:42:38Z,Typical,No,None,0,No,No,No,2.8,1.3,4,0.4,0.1,37.5,0.9,2.5
Zica-20230519-232950,2023-05-27T00:28:38Z,Typical,No,None,0,No,No,No,4.6,1.8,8,0.4,0.2,39.3,1.1,1.8
Zica-20230519-232950,2023-05-27T05:06:03Z,Typical,No,None,0,No,No,No,3.1,1.5,4,0.3,0.2,35.8,1.5,1.8
Zica-20230519-232950,2023-05-27T08:10:54Z,Typical,No,None,0,No,Yes,No,2.8,1.4,4,0.4,0.3,49.7,1.5,2.7
Zica-20230519-232950,2023-05-27T11:01:21Z,Typical,No,None,0,No,No,No,3.3,1.4,5,0.4,0.2,42.3,1.6,1.8
Zica-20230519-232950,2023-05-27T14:22:16Z,Typical,No,None,0,No,No,No,4,1.4,6,0.5,0.2,40.7,1.6,0.4
Zica-20230519-232950,2023-05-27T18:19:41Z,Typical,No,None,0,No,Yes,No,2.9,1.4,4,0.4,0.2,41.8,1.5,2
Zica-20230519-232950,2023-05-27T21:14:40Z,Typical,No,None,0,No,No,No,2.9,1.3,4,0.4,0.2,38.9,1.6,1.6
Zica-20230519-232950,2023-05-28T00:06:06Z,Typical,No,None,0,No,Yes,No,2.7,1.3,4,0.3,0.2,35.8,1.3,3.7
Zica-20230519-232950,2023-05-28T02:50:00Z,Typical,No,None,0,No,Yes,No,2.2,1,4,0.3,0.2,36.1,1.5,2.1
Zica-20230519-232950,2023-05-28T05:04:51Z,Typical,No,None,0,No,No,No,2.5,1.1,5,0.3,0.2,35.3,1.6,2
Zica-20230519-232950,2023-05-28T07:34:21Z,Variant,No,None,0,No,No,No,5,1.1,7,0.5,0.8,31.8,1.3,2.4
Zica-20230519-232950,2023-05-28T12:32:11Z,Typical,No,None,0,No,No,No,4.5,1.1,9,0.5,0.2,25.5,1.7,0.6
Zica-20230519-232950,2023-05-28T17:03:23Z,Typical,No,None,0,No,No,No,2.9,1,5,0.4,0.2,11.8,1.6,1.5
Zica-20230519-232950,2023-05-28T19:58:13Z,Typical,No,None,0,No,No,No,2.8,1.1,5,0.3,0.2,36.3,1.7,3.2
Zica-20230519-232950,2023-05-28T22:47:39Z,Typical,No,None,0,No,No,No,3.8,1.1,7,0.5,0.2,26.4,1.2,1.8
Zica-20230519-232950,2023-05-29T02:37:06Z,Typical,No,None,0,No,No,No,2.4,1,4,0.4,0.2,32,1,1.5
Zica-20230519-232950,2023-05-29T05:01:01Z,Variant,No,None,0,No,No,No,2,1,3,0.3,0.2,33.4,1,1.5
Zica-20230519-232950,2023-05-29T07:01:29Z,Variant,No,None,0,No,No,No,2.6,0.9,5,0.4,0.3,29.3,0.9,2.1
Zica-20230519-232950,2023-05-29T09:38:12Z,Variant,No,None,0,No,No,No,2.1,1,4,0.3,0.2,31.3,0.9,2.7
Zica-20230519-232950,2023-05-29T11:46:44Z,Variant,No,None,0,No,No,No,3.3,1.2,6,0.4,0.2,27.1,1.1,3.4
Zica-20230519-232950,2023-05-29T15:04:10Z,Typical,No,None,0,No,No,No,2.1,1.1,3,0.3,0.1,28.6,0.9,0.1
Zica-20230519-232950,2023-05-29T17:10:26Z,Typical,No,None,0,No,No,No,2.2,1.1,3,0.4,0.1,29.7,0.9,2.2
Zica-20230519-232950,2023-05-29T19:25:01Z,Typical,No,None,0,No,No,No,3.1,1.3,5,0.4,0.2,37.9,1.1,0.5
Zica-20230519-232950,2023-05-29T22:31:14Z,Typical,No,None,0,No,No,No,3,1.1,5,0.4,0.2,32.7,1.1,0.5
Zica-20230519-232950,2023-05-30T01:34:08Z,Typical,No,None,0,No,No,No,NA,1.3,NA,NA,NA,33.9,1.1,NA
Zica-20230723-233394,2023-07-23T20:46:59Z,Typical,Yes,123.8,135.2,No,No,No,2.7,1.2,3,0.5,0.2,32.2,1.6,2.6
Zica-20230723-233394,2023-07-23T23:26:19Z,Typical,No,None,0,No,No,No,4.1,1.7,6,0.5,0.3,42.2,1.6,0.4
Zica-20230723-233394,2023-07-24T03:34:14Z,Variant,Yes,121.5,126.3,No,Yes,No,1.8,1.5,1,0.2,0.1,32.3,1.6,1.9
Zica-20230723-233394,2023-07-24T05:22:59Z,Typical,No,None,0,No,Yes,No,2.5,1.1,3,0.5,0.2,31.5,1.2,1
Zica-20230723-233394,2023-07-24T07:53:01Z,Variant,No,None,0,No,No,No,1.3,1.1,1,0.1,0.1,36.1,1.2,2
Zica-20230723-233394,2023-07-24T09:10:45Z,Variant,No,None,0,No,No,No,2.2,0.9,1,0.6,0.2,29.4,1.2,1.1
Zica-20230723-233394,2023-07-24T11:25:24Z,Variant,No,None,0,No,No,No,4.3,0.9,10,0.5,0.4,25.3,1,0.1
Zica-20230723-233394,2023-07-24T15:43:01Z,Variant,No,None,0,No,No,No,4.7,1.2,9,0.5,0.4,25.9,1.1,0.3
Zica-20230723-233394,2023-07-24T20:27:19Z,Typical,No,None,0,No,No,No,3.1,1.1,5,0.4,0.2,22.9,1,1.3
Zica-20230723-233394,2023-07-24T23:34:28Z,Typical,No,88.5,91.5,No,No,No,3.6,1.1,6,0.4,0.2,27.6,1,0.6
Zica-20230723-233394,2023-07-25T03:07:29Z,Typical,Yes,121.2,121.8,No,Yes,No,2.5,1.1,4,0.3,0.2,35.1,1.2,0.3
Zica-20230723-233394,2023-07-25T05:36:03Z,Typical,No,None,0,No,Yes,No,3.2,1.1,6,0.4,0.3,37.8,1.1,0.6
Zica-20230723-233394,2023-07-25T08:45:16Z,Typical,No,None,0,No,Yes,No,2.9,1.1,4,0.3,0.2,36.8,1.4,0.1
Zica-20230723-233394,2023-07-25T11:37:13Z,Typical,No,None,0,No,No,No,3.7,1.2,6,0.4,0.2,33.5,1.2,0.7
Zica-20230723-233394,2023-07-25T15:21:43Z,Typical,No,104.9,109.6,No,Yes,No,3.1,1.1,4,0.5,0.2,34.8,1.1,0.3
Zica-20230723-233394,2023-07-25T18:26:05Z,Typical,Yes,122.5,132.9,No,Yes,No,4.4,1.2,7,0.5,0.3,35,1,0.6
Zica-20230723-233394,2023-07-25T22:47:23Z,Typical,Yes,120.9,120.7,No,No,No,4.1,1.2,7,0.5,0.2,33.1,1,1.1
Zica-20230723-233394,2023-07-26T02:52:09Z,Typical,No,None,0,No,Yes,No,2.4,1.2,3,0.4,0.2,40.1,0.9,2.2
Zica-20230723-233394,2023-07-26T05:16:34Z,Typical,No,None,0,No,No,No,2.9,1.1,5,0.5,0.2,35.8,1.2,0.9
Zica-20230723-233394,2023-07-26T08:13:22Z,Typical,No,None,0,No,No,No,NA,1.1,NA,NA,NA,38.6,1.1,NA
Zica-20230723-233395,2023-07-23T20:45:43Z,Typical,Yes,126.8,125.4,No,No,No,2.9,1.3,3,0.6,0.2,37.2,NA,1.4
Zica-20230723-233395,2023-07-23T23:41:51Z,Typical,No,None,0,No,No,No,3.3,1.3,4,0.5,0.2,33.8,NA,1.5
Zica-20230723-233395,2023-07-24T03:00:46Z,Typical,Yes,114.8,120.4,No,Yes,No,2.4,1.1,3,0.5,0.2,38,NA,2
Zica-20230723-233395,2023-07-24T05:23:13Z,Typical,No,None,0,No,Yes,No,3,1.2,3,0.7,0.2,38.2,NA,2.4
Zica-20230723-233395,2023-07-24T08:25:59Z,Typical,No,None,0,No,Yes,No,3.1,1.1,5,0.4,0.3,32,NA,0.5
Zica-20230723-233395,2023-07-24T11:32:31Z,Typical,No,None,0,Yes,No,No,3.7,1,5,0.5,0.2,36.6,NA,0.4
Zica-20230723-233395,2023-07-24T15:16:15Z,Typical,No,None,0,No,No,No,2.6,1.1,4,0.4,0.2,44.9,NA,1.8
Zica-20230723-233395,2023-07-24T17:51:45Z,Typical,No,None,0,No,No,No,1.8,0.9,2,0.4,0.1,31.1,NA,0.7
Zica-20230723-233395,2023-07-24T19:38:58Z,Typical,No,67,0,No,No,No,3.7,1.1,6,0.4,0.2,36.8,NA,0.4
Zica-20230723-233395,2023-07-24T23:19:25Z,Typical,Yes,67,0,No,Yes,No,4.6,1.6,7,0.4,0.3,53.5,NA,0.5
Zica-20230723-233395,2023-07-25T03:58:24Z,Variant,Yes,109.6,115.1,No,Yes,No,3.5,1.2,3,0.9,0.2,40.4,NA,0.7
Zica-20230723-233395,2023-07-25T07:25:46Z,Typical,No,None,0,No,Yes,No,2.3,1.4,2,0.3,0.2,39.5,NA,1.3
Zica-20230723-233395,2023-07-25T09:45:14Z,Typical,No,None,0,No,Yes,No,2.3,1.2,3,0.4,0.2,39.5,NA,1.4
Zica-20230723-233395,2023-07-25T12:04:35Z,Typical,No,None,0,No,Yes,No,3.5,1.4,4,0.5,0.2,41.5,NA,1.6
Zica-20230723-233395,2023-07-25T15:34:14Z,Typical,No,124.9,120.9,No,No,No,2.5,1.1,3,0.5,0.2,29.5,NA,0.6
Zica-20230723-233395,2023-07-25T18:05:29Z,Variant,Yes,106.1,112.6,No,Yes,No,0.7,0.6,0,NA,0.1,13.6,NA,3.4
Zica-20230723-233395,2023-07-25T18:47:33Z,Variant,Yes,119.4,129.5,No,Yes,No,1.2,1.2,0,NA,0.1,32.8,NA,2.1
Zica-20230723-233395,2023-07-25T20:00:45Z,Variant,Yes,None,0,No,No,No,NA,0.8,NA,NA,NA,27.7,NA,NA
Zica-20240227-233396,2024-02-28T03:58:45Z,Variant,No,137,144.4,No,No,No,4.7,1.4,5,0.8,0.4,41.9,1.6,1.7
Zica-20240227-233396,2024-02-28T08:40:32Z,Typical,No,None,0,No,No,No,3.9,1.1,7,0.4,0.3,39.6,1.3,2.1
Zica-20240227-233396,2024-02-28T12:34:19Z,Typical,No,None,0,No,No,No,4,1.3,6,0.6,0.3,39,1.8,0.4
Zica-20240227-233396,2024-02-28T16:36:41Z,Typical,No,None,0,No,Yes,No,3.1,1.1,5,0.4,0.2,38.7,1.8,0.8
Zica-20240227-233396,2024-02-28T19:43:54Z,Typical,No,None,0,No,No,No,3.3,1.2,5,0.4,0.2,38.8,1.8,1
Zica-20240227-233396,2024-02-28T22:59:08Z,Typical,No,None,0,No,No,No,4.6,1.2,8,0.5,0.4,38.6,1.8,1.6
Zica-20240227-233396,2024-02-29T03:32:51Z,Typical,No,None,0,No,Yes,No,2.6,1.1,5,0.3,0.2,40.5,1.8,1.2
Zica-20240227-233396,2024-02-29T06:10:52Z,Variant,No,None,0,No,No,No,5.9,0.9,11,0.6,0.5,33.5,1.7,1.3
Zica-20240227-233396,2024-02-29T12:02:10Z,Typical,No,None,0,No,Yes,No,4.1,1.3,6,0.6,0.3,41.4,1.8,1.3
Zica-20240227-233396,2024-02-29T16:10:56Z,Typical,No,None,0,No,No,No,2.7,1.2,4,0.4,0.2,42.4,1.8,1.8
Zica-20240227-233396,2024-02-29T18:55:48Z,Typical,No,None,0,No,No,No,3.7,1.2,6,0.4,0.3,43.9,1.8,1.6
Zica-20240227-233396,2024-02-29T22:36:48Z,Typical,No,None,0,No,Yes,No,3.9,1.1,6,0.4,0.3,40.8,1.2,1.5
Zica-20240227-233396,2024-03-01T02:29:38Z,Typical,No,None,0,No,No,No,3.2,1,6,0.4,0.3,33.8,1.1,3
Zica-20240227-233396,2024-03-01T05:39:29Z,Typical,No,None,0,No,Yes,No,2.8,1,4,0.5,0.2,38.6,1.6,2.3
Zica-20240227-233396,2024-03-01T08:29:47Z,Typical,No,None,0,No,No,No,3.4,1.1,5,0.4,0.3,37.3,1.7,2
Zica-20240227-233396,2024-03-01T11:51:13Z,Typical,No,None,0,No,No,No,4.2,1.1,7,0.5,0.3,38.4,1.1,1.6
Zica-20240227-233396,2024-03-01T16:01:46Z,Typical,No,None,0,No,No,No,2.9,1.2,4,0.4,0.2,41.6,1.1,1.2
Zica-20240227-233396,2024-03-01T18:56:32Z,Typical,No,None,0,No,No,No,4.2,1.2,7,0.4,0.3,38.7,1.6,1.4
Zica-20240227-233396,2024-03-01T23:05:59Z,Typical,No,None,0,No,No,No,4.2,1.3,7,0.4,0.3,38.9,1.7,3
Zica-20240227-233396,2024-03-02T03:18:08Z,Typical,No,None,0,No,No,No,2.8,1.3,2,0.3,0.3,41.3,1.7,0.8
Zica-20240227-233396,2024-03-02T06:03:32Z,Variant,No,None,0,No,No,No,2.9,1,2,0.3,1.1,41.6,1.7,1.7
Zica-20240227-233396,2024-03-02T08:54:46Z,Typical,No,None,0,No,No,No,3.4,1,5,0.4,0.5,39.3,1.8,1.7
Zica-20240227-233396,2024-03-02T12:18:15Z,Typical,No,None,0,No,No,No,4.7,0.9,9,0.5,0.4,25.4,1.1,1.1
Zica-20240227-233396,2024-03-02T17:00:08Z,Typical,No,None,0,No,No,No,2.9,1.1,5,0.5,0.2,34.8,1.1,0.7
Zica-20240227-233396,2024-03-02T19:51:19Z,Typical,No,None,0,No,No,No,3.7,1.2,6,0.4,0.3,39,1.8,2.5
Zica-20240227-233396,2024-03-02T23:32:04Z,Typical,No,None,0,No,No,No,2.6,1.1,4,0.4,0.2,37.5,1.8,0.5
Zica-20240227-233396,2024-03-03T02:10:43Z,Typical,No,None,0,No,No,No,3.4,1.5,4,0.3,0.3,34.7,1.1,0.9
Zica-20240227-233396,2024-03-03T05:32:14Z,Variant,No,None,0,No,No,No,2.5,1,1,0.4,0.7,38,1.7,1.9
Zica-20240227-233396,2024-03-03T08:04:10Z,Variant,No,None,0,No,No,No,1.9,1,0,NA,0.8,33.3,1.6,3.5
Zica-20240227-233396,2024-03-03T09:57:09Z,Variant,No,None,0,No,No,No,3,1,2,0.4,1,29.6,1.7,0.5
Zica-20240227-233396,2024-03-03T12:58:13Z,Typical,No,None,0,No,No,No,3.3,1,5,0.4,0.3,32.7,1.7,1.7
Zica-20240227-233396,2024-03-03T16:18:50Z,Typical,No,None,0,No,No,No,2.9,1.1,4,0.4,0.3,44.6,1.2,1.3
Zica-20240227-233396,2024-03-03T19:11:13Z,Typical,No,None,0,No,No,No,3.2,1.2,5,0.4,0.3,42.9,1,2.7
Zica-20240227-233396,2024-03-03T22:23:04Z,Typical,No,67,0,No,No,No,3.7,1.2,7,0.4,0.3,45.3,1.1,1.8
Zica-20240227-233396,2024-03-04T02:04:37Z,Variant,No,None,0,No,No,No,2.1,0.9,1,0.4,0.7,34.1,1.4,1.7
Zica-20240227-233396,2024-03-04T04:10:40Z,Variant,Yes,110.8,116.9,No,No,No,2.2,0.9,1,0.3,0.8,33.4,1.7,1.6
Zica-20240227-233396,2024-03-04T06:24:27Z,Variant,No,None,0,No,No,No,2,1,1,0.3,0.3,35.3,1.7,2.1
Zica-20240227-233396,2024-03-04T08:22:19Z,Variant,No,None,0,No,No,No,2.5,0.9,2,0.4,0.8,32.2,1.7,3.6
Zica-20240227-233396,2024-03-04T10:53:02Z,Variant,No,None,0,No,Yes,No,2.4,1,3,0.3,0.4,35.2,1.7,3.3
Zica-20240227-233396,2024-03-04T13:19:25Z,Typical,No,None,0,No,No,No,3.1,0.9,5,0.5,0.3,21.7,1.1,2.6
Zica-20240227-233396,2024-03-04T16:28:10Z,Typical,No,None,0,No,No,No,3,1.2,5,0.4,0.2,41.5,1.1,1.6
Zica-20240227-233396,2024-03-04T19:25:24Z,Typical,No,None,0,No,No,No,3.2,1.1,5,0.4,0.3,39.5,1.1,1
Zica-20240227-233396,2024-03-04T22:38:00Z,Typical,No,None,0,No,No,No,3.8,1.2,6,0.4,0.3,46.7,1.1,0.7
Zica-20240227-233396,2024-03-05T02:24:28Z,Variant,No,None,0,No,No,No,2.3,1.3,1,0.2,0.6,42.6,1.5,2.7
Zica-20240227-233396,2024-03-05T04:42:11Z,Variant,No,None,0,No,No,No,2,0.9,1,0.3,0.6,27.4,1.1,1.5
Zica-20240227-233396,2024-03-05T06:42:20Z,Variant,No,None,0,No,No,No,2.6,1,1,0.5,0.5,30.7,1,1.6
Zica-20240227-233396,2024-03-05T09:15:57Z,Variant,No,None,0,No,No,No,3.6,0.8,5,0.4,0.6,28.7,1,2.2
Zica-20240227-233396,2024-03-05T12:51:24Z,Typical,No,None,0,Yes,Yes,No,4.4,1.2,6,0.6,0.3,28,1.6,1.1
Zica-20240227-233396,2024-03-05T17:14:39Z,Typical,No,119,112.8,No,No,No,5.1,1.3,7,0.6,0.4,42.3,1,1.1
Zica-20240227-233396,2024-03-05T22:20:46Z,Variant,Yes,148,155.8,No,No,No,6.6,1,10,0.9,0.6,3.8,0.9,2.1
Zica-20240227-233396,2024-03-06T04:56:40Z,Variant,No,150.3,151.5,Yes,No,No,5.3,0.8,7,0.8,0.5,20,0.7,0.1
Zica-20240227-233396,2024-03-06T10:14:32Z,Variant,No,None,0,No,No,No,2.2,0.8,3,0.5,0.2,12.4,0.7,3.6
Zica-20240227-233396,2024-03-06T12:28:43Z,Typical,No,None,0,No,No,No,4.6,1.2,6,0.6,0.3,27.9,1.1,2.7
Zica-20240227-233396,2024-03-06T17:04:26Z,Typical,No,None,0,No,No,No,3.7,1.5,5,0.5,0.3,48.3,1.3,2.6
Zica-20240227-233396,2024-03-06T20:46:40Z,Typical,No,None,0,No,No,No,2.5,1,4,0.4,0.2,31.7,1.1,2.2
Zica-20240227-233396,2024-03-06T23:16:40Z,Typical,Yes,105.3,112.3,No,No,No,2.9,1.2,4,0.4,0.2,39.4,1.2,1.4
Zica-20240227-233396,2024-03-07T02:08:41Z,Variant,No,None,0,No,No,No,2.2,0.9,2,0.3,0.8,35.1,1.3,0.7
Zica-20240227-233396,2024-03-07T04:18:17Z,Typical,No,None,0,No,No,No,2.8,1.1,3,0.5,0.3,37.1,1.3,1.4
Zica-20240227-233396,2024-03-07T07:06:11Z,Variant,No,None,0,No,No,No,2.6,0.9,2,0.3,1,37.5,1.5,5
Zica-20240227-233396,2024-03-07T09:40:26Z,Variant,No,None,0,No,No,No,2.7,1,2,0.3,0.9,33.5,1.7,3.2
Zica-20240227-233396,2024-03-07T12:20:10Z,Typical,No,None,0,No,No,No,3.4,1,6,0.4,0.3,33.6,1,1.9
Zica-20240227-233396,2024-03-07T15:41:51Z,Typical,No,None,0,No,No,No,3.3,1.1,5,0.4,0.3,33,1.7,1.7
Zica-20240227-233396,2024-03-07T18:57:59Z,Typical,No,None,0,No,No,No,4,1.2,9,0.3,0.4,37.2,1.7,0.5
Zica-20240227-233396,2024-03-07T22:57:57Z,Typical,No,117.9,123.4,No,No,No,3.5,1.1,6,0.4,0.3,34,1,1.9
Zica-20240227-233396,2024-03-08T02:29:58Z,Variant,No,None,0,No,No,No,2.8,1,3,0.3,0.6,31.7,1.7,1
Zica-20240227-233396,2024-03-08T05:20:21Z,Variant,No,None,0,No,No,No,NA,0.7,NA,NA,NA,18.1,1,NA
Zica-20240227-240128,2024-02-27T23:11:18Z,Typical,No,None,0,No,No,No,2.9,1.5,4,0.4,0.2,36.3,1.4,2.2
Zica-20240227-240128,2024-02-28T02:05:33Z,Typical,No,None,0,No,No,No,2.4,1.3,3,0.4,0.1,35.7,1.5,1.9
Zica-20240227-240128,2024-02-28T04:28:44Z,Typical,No,138.4,141.2,No,No,No,4.3,1.2,7,0.5,0.3,37.6,1,3.2
Zica-20240227-240128,2024-02-28T08:47:14Z,Typical,No,None,0,No,No,No,3.7,1,6,0.5,0.2,26.9,0.9,2.4
Zica-20240227-240128,2024-02-28T12:28:20Z,Typical,No,None,0,No,No,No,3.6,1.2,5,0.5,0.2,43.2,0.9,1.3
Zica-20240227-240128,2024-02-28T16:01:33Z,Typical,No,None,0,No,No,No,4,1.1,6,0.5,0.2,34.6,1,1
Zica-20240227-240128,2024-02-28T20:00:27Z,Typical,No,None,0,No,No,No,4.4,1.5,7,0.5,0.2,43.9,1.3,1
Zica-20240227-240128,2024-02-29T00:23:31Z,Typical,No,None,0,No,No,No,3.6,1.5,6,0.4,0.2,41.1,1.2,0.4
Zica-20240227-240128,2024-02-29T04:00:20Z,Typical,No,None,0,No,No,No,3,1.1,5,0.4,0.2,39.2,0.9,1.3
Zica-20240227-240128,2024-02-29T06:58:59Z,Typical,No,None,0,No,No,No,3.2,1.2,6,0.4,0.2,39.7,1.2,1
Zica-20240227-240128,2024-02-29T10:11:45Z,Typical,No,None,0,No,No,No,6,1.2,11,0.5,0.4,35.2,0.9,0.3
Zica-20240227-240128,2024-02-29T16:11:55Z,Typical,No,None,0,No,No,No,3.9,1.5,5,0.5,0.2,43.6,1.1,0.9
Zica-20240227-240128,2024-02-29T20:06:57Z,Typical,No,None,0,No,No,No,4.1,1.3,6,0.5,0.2,35.3,1,0.4
Zica-20240227-240128,2024-03-01T00:15:25Z,Typical,No,None,0,No,No,No,3,1.5,3,0.5,0.2,44.4,1,0.9
Zica-20240227-240128,2024-03-01T03:18:15Z,Typical,No,None,0,No,No,No,3,1.3,5,0.4,0.2,43.1,1.1,1.2
Zica-20240227-240128,2024-03-01T06:21:11Z,Typical,No,None,0,No,No,No,4.4,1.3,8,0.4,0.3,41.1,1,0.6
Zica-20240227-240128,2024-03-01T10:47:12Z,Typical,No,None,0,No,No,No,3.4,1.2,5,0.4,0.2,36.1,0.9,0.5
Zica-20240227-240128,2024-03-01T14:12:14Z,Typical,No,None,0,No,No,No,3.5,1.5,4,0.5,0.2,40.5,1,1.3
Zica-20240227-240128,2024-03-01T17:39:46Z,Typical,No,None,0,No,No,No,3.6,1.5,5,0.4,0.2,37.7,1.1,2
Zica-20240227-240128,2024-03-01T21:12:54Z,Typical,No,None,0,No,No,No,3.5,1.3,5,0.4,0.2,35.6,0.9,0.5
Zica-20240227-240128,2024-03-02T00:42:37Z,Typical,No,None,0,No,No,No,2.9,1.1,5,0.4,0.2,37.7,0.9,2.4
Zica-20240227-240128,2024-03-02T03:39:15Z,Variant,No,None,0,No,No,No,1.2,0.6,2,0.3,0.1,13.7,0.8,3.2
Zica-20240227-240128,2024-03-02T04:49:01Z,Typical,No,None,0,No,No,No,2.3,1.2,2,0.4,0.3,48.7,0.9,1.7
